key	id	title	Zylbercweig Name	title_uri
1096	yt/lex/A/abdul.htm	Abdul	אַּבבּדול	https://www.museumoffamilyhistory.com/yt/lex/A/abdul.htm
1098	moyt/lex/A/abelman-tsipa-V5.htm	Tsipa Abelman	ציפע (צפּורה) אַבּעלמאַן	https://www.museumoffamilyhistory.com/moyt/lex/A/abelman-tsipa-V5.htm
1099	moyt/lex/A/abelson-ben-zion-V5.htm	Ben-Zion Abelson	בּן-ציון אבּעלסאָן	https://www.museumoffamilyhistory.com/moyt/lex/A/abelson-ben-zion-V5.htm
1100	yt/lex/A/aberman-isaac.htm	Isaac Aberman	יצחק (האַבּער) אַבּערמאַן	https://www.museumoffamilyhistory.com/yt/lex/A/aberman-isaac.htm
1101	yt/lex/A/abragam-ida.htm	Ida Abragam	ידא (פעלטענשטיין) אַבּראַגאַם	https://www.museumoffamilyhistory.com/yt/lex/A/abragam-ida.htm
1102	yt/lex/A/abramov-a.htm	A. Abramov	א. (אברהם קאַגאַן) אַבּראַמאָוו	https://www.museumoffamilyhistory.com/yt/lex/A/abramov-a.htm
1103	yt/lex/A/abramov-adolf.htm	Adolf Abramov	אַדאָלף (אברהם פּערקאָף) אַבּראַמאָוו	https://www.museumoffamilyhistory.com/yt/lex/A/abramov-adolf.htm
1104	yt/lex/A/abramov-boris.htm	Boris Abramov	בּאָריס (פיינלאַנד) אַבּראַמאָוו	https://www.museumoffamilyhistory.com/yt/lex/A/abramov-boris.htm
1105	yt/lex/A/abramov-mary.htm	Mary Abramov	מערי (מרים איינהאָרן) אַבּראַמאָוו	https://www.museumoffamilyhistory.com/yt/lex/A/abramov-mary.htm
1106	yt/lex/A/abramov.htm	Abramov	אַבּראַמאָוו	https://www.museumoffamilyhistory.com/yt/lex/A/abramov.htm
742	yt/lex/A/abramovich-bina.htm	Bina Abramovich	בּינע (פוקס) אַבּראַמאָוויטש	https://www.museumoffamilyhistory.com/yt/lex/A/abramovich-bina.htm
694	yt/lex/A/abramovich-max.htm	Max Abramovich	מאַקס (מענדל) אַבּראַמאָוויטש	https://www.museumoffamilyhistory.com/yt/lex/A/abramovich-max.htm
1107	yt/lex/A/abramovits-ch-e.htm	Ch.E. Abramovits	ח. ע. אַבּראַמאָוויץ	https://www.museumoffamilyhistory.com/yt/lex/A/abramovits-ch-e.htm
1108	yt/lex/A/abramovitsh-chaim.htm	Chaim Abramovitsh	חיים אַבּראַמאָוויטש	https://www.museumoffamilyhistory.com/yt/lex/A/abramovitsh-chaim.htm
1109	yt/lex/A/abramovitsh-isaak.htm	Isaak Abramovitsh	איזאָק אַבּראַמאָוויטש	https://www.museumoffamilyhistory.com/yt/lex/A/abramovitsh-isaak.htm
1110	yt/lex/A/abrams-adolph.htm	Adolph Abrams	אַדאָלף (אבּראַמאָוויטש) אַבּראמס	https://www.museumoffamilyhistory.com/yt/lex/A/abrams-adolph.htm
1111	yt/lex/A/abrams-david.htm	David Abrams	דוד אייבּראמס	https://www.museumoffamilyhistory.com/yt/lex/A/abrams-david.htm
1112	yt/lex/A/abramski-g.htm	G. Abramski	ג. אַבּראַמסקי	https://www.museumoffamilyhistory.com/yt/lex/A/abramski-g.htm
735	yt/lex/A/abramson-ivan.htm	Ivan Abramson	אייוואַן אַבּראַמסאָן	https://www.museumoffamilyhistory.com/yt/lex/A/abramson-ivan.htm
1113	yt/lex/A/achron-joseph.htm	Joseph Achron	יוסף אכראן	https://www.museumoffamilyhistory.com/yt/lex/A/achron-joseph.htm
1114	yt/lex/A/adershleger-moshe-yakov.htm	Moshe Yakov Adershleger	משה יעקב אדערשלעגער	https://www.museumoffamilyhistory.com/yt/lex/A/adershleger-moshe-yakov.htm
1115	yt/lex/A/adler-amelia.htm	Amelia Adler	עמיליע (שרה-מילקע שטאַנג) אַדלער	https://www.museumoffamilyhistory.com/yt/lex/A/adler-amelia.htm
1116	yt/lex/A/adler-benny.htm	Benny Adler	בּעני אַדלער	https://www.museumoffamilyhistory.com/yt/lex/A/adler-benny.htm
1117	yt/lex/A/adler-celia.htm	Celia Adler	צילע אַדלער	https://www.museumoffamilyhistory.com/yt/lex/A/adler-celia.htm
1118	moyt/lex/A/adler-esther-V5.htm	Esther Adler	אסתר (שאַצקי) אַדלער	https://www.museumoffamilyhistory.com/moyt/lex/A/adler-esther-V5.htm
1119	yt/lex/A/adler-frances.htm	Frances Adler	פרענציס אַדלער	https://www.museumoffamilyhistory.com/yt/lex/A/adler-frances.htm
1120	yt/lex/A/adler-hyman.htm	Hyman Adler	היימאַן (בּאַרטפעלד) אַדלער	https://www.museumoffamilyhistory.com/yt/lex/A/adler-hyman.htm
1121	yt/lex/A/adler-israel.htm	Israel Adler	ישראל אַדלער	https://www.museumoffamilyhistory.com/yt/lex/A/adler-israel.htm
706	yt/lex/A/adler-jacob-p.htm	Jacob P. Adler	יעקב פּ. (יעקב בּן פּנחס) אַדלער	https://www.museumoffamilyhistory.com/yt/lex/A/adler-jacob-p.htm
1122	yt/lex/A/adler-julia.htm	Julia Adler	דזשוליא אַדלער	https://www.museumoffamilyhistory.com/yt/lex/A/adler-julia.htm
1125	moyt/lex/A/adler-katya-V5.htm	Katya Adler	קטיה, אַדלער (גוראַלניק)	https://www.museumoffamilyhistory.com/moyt/lex/A/adler-katya-V5.htm
740	yt/lex/A/adler-sam.htm	Sam Adler	סעם אַדלער	https://www.museumoffamilyhistory.com/yt/lex/A/adler-sam.htm
1126	yt/lex/A/adler-sarah.htm	Sarah Adler	אדלער סאַראַ	https://www.museumoffamilyhistory.com/yt/lex/A/adler-sarah.htm
1127	yt/lex/A/adler-stella.htm	Stella Adler	סטעלאַ אַדלער	https://www.museumoffamilyhistory.com/yt/lex/A/adler-stella.htm
1128	yt/lex/A/adler-yirmeyahu.htm	Yirmeyahu Adler	ירמיהו (גאָלדענבּערג-טווערסקי) אַדלער	https://www.museumoffamilyhistory.com/yt/lex/A/adler-yirmeyahu.htm
1129	yt/lex/A/adler-yuzhe.htm	Yuzhe Adler	יוזשע אַדלער	https://www.museumoffamilyhistory.com/yt/lex/A/adler-yuzhe.htm
1130	yt/lex/A/adolfi.htm	Adolfi	אַדאָלפי	https://www.museumoffamilyhistory.com/yt/lex/A/adolfi.htm
1131	yt/lex/A/afrat-nikolai.htm	Nikolai Afrat	ניקאָליי אפרת	https://www.museumoffamilyhistory.com/yt/lex/A/afrat-nikolai.htm
1132	yt/lex/A/agid-sam.htm	Sam Agid	סעם (שלמה) אַגעד	https://www.museumoffamilyhistory.com/yt/lex/A/agid-sam.htm
1134	yt/lex/A/albertson-leo.htm	Leo Albertson	לעאַ אַלבערטסאָן	https://www.museumoffamilyhistory.com/yt/lex/A/albertson-leo.htm
1135	yt/lex/A/aleksandrov-aaron.htm	Aaron Aleksandrov	אהרן אָלעקסאַנדראָוו	https://www.museumoffamilyhistory.com/yt/lex/A/aleksandrov-aaron.htm
1136	yt/lex/A/aleksandrov-ch.htm	Ch. Aleksandrov	ח. (וויליאַם מילער) אָלעקסאַנדראָוו	https://www.museumoffamilyhistory.com/yt/lex/A/aleksandrov-ch.htm
1137	yt/lex/A/alkan-yehoshua.htm	Yehoshua Alkan	י. (יהושע עלקין) אַלקאָן	https://www.museumoffamilyhistory.com/yt/lex/A/alkan-yehoshua.htm
1138	yt/lex/A/alman-shmuel.htm	Shmuel Alman	שמואל אַלמאַן	https://www.museumoffamilyhistory.com/yt/lex/A/alman-shmuel.htm
1139	yt/lex/A/almi-a.htm	A. Almi	א. (אליהו חיים שעפּס) אלמי	https://www.museumoffamilyhistory.com/yt/lex/A/almi-a.htm
1142	moyt/lex/A/alperovitsh-isak-V5.htm	Isak Alperovitsh	איסאַק אַלפּעראָוויטש	https://www.museumoffamilyhistory.com/moyt/lex/A/alperovitsh-isak-V5.htm
1143	moyt/lex/A/altboym-sonya-V5.htm	Sonya Altboym	סאָניא אלטבּוים (סטאַראָדוב)	https://www.museumoffamilyhistory.com/moyt/lex/A/altboym-sonya-V5.htm
1144	yt/lex/A/altman-boris.htm	Boris Altman	בּאָריס אַלטמאַן	https://www.museumoffamilyhistory.com/yt/lex/A/altman-boris.htm
1146	yt/lex/A/altman-morris.htm	Morris Altman	מאָריס אַלטמאַן	https://www.museumoffamilyhistory.com/yt/lex/A/altman-morris.htm
1147	moyt/lex/A/altman-moshe-V5.htm	Moshe Altman	משה אַלטמאן	https://www.museumoffamilyhistory.com/moyt/lex/A/altman-moshe-V5.htm
1149	yt/lex/A/altshuler-leyb.htm	Leyb Altshuler	לייבּ אַלטשולער	https://www.museumoffamilyhistory.com/yt/lex/A/altshuler-leyb.htm
1150	yt/lex/A/amasia-alex.htm	Alex Amasia	אַלעקס (אַלעקסאַנדער) אַמאַסיאַ	https://www.museumoffamilyhistory.com/yt/lex/A/amasia-alex.htm
1151	yt/lex/A/amasia-hersh.htm	Hersh Amasia	הערש אַמאַסיאַ	https://www.museumoffamilyhistory.com/yt/lex/A/amasia-hersh.htm
1152	yt/lex/A/amatin-peter.htm	Peter Amatin	פּעטער (פּסח גאָלדבּערג) אַמאַטין	https://www.museumoffamilyhistory.com/yt/lex/A/amatin-peter.htm
1153	moyt/lex/A/amatin-sonya-V5.htm	Sonya Amatin	אמאטין, סאניא (שרה גאלדבערג-לעווין)	https://www.museumoffamilyhistory.com/moyt/lex/A/amatin-sonya-V5.htm
1154	yt/lex/A/amzel-golde.htm	Golde Amzel	גאָלדע (געניאַ שניידער) אַמזעל	https://www.museumoffamilyhistory.com/yt/lex/A/amzel-golde.htm
1155	moyt/lex/A/amzel-wolf-V5.htm	Wolf Amzel	וואָלף, אַמזעל	https://www.museumoffamilyhistory.com/moyt/lex/A/amzel-wolf-V5.htm
1156	yt/lex/A/aniela.htm	Aniela	אניעלא (חנה קאמפּאַנעיעץ-פּאָליאַקאָוו)	https://www.museumoffamilyhistory.com/yt/lex/A/aniela.htm
1158	yt/lex/A/ankhi-z-i.htm	Z.I. Ankhi	ז. י. (זלמן יצחק אַראָנסאָן) אנכי	https://www.museumoffamilyhistory.com/yt/lex/A/ankhi-z-i.htm
1159	yt/lex/A/an-ski-s.htm	S. An-ski	ש. (שלמה-זאַנוול ראַפּאָפּאָרט) אַנ-סקי	https://www.museumoffamilyhistory.com/yt/lex/A/an-ski-s.htm
1162	yt/lex/A/apotheker-david.htm	David Apotheker	דוד אַפּאָטהעקער	https://www.museumoffamilyhistory.com/yt/lex/A/apotheker-david.htm
1163	yt/lex/A/appel-anna.htm	Anna Appel	אַננאַ (בּערקאָוויטש) אַפּעל	https://www.museumoffamilyhistory.com/yt/lex/A/appel-anna.htm
1164	yt/lex/A/appel-isadore.htm	Isadore Appel	איזידאָר (יאַפּקאָ) אַפּעל	https://www.museumoffamilyhistory.com/yt/lex/A/appel-isadore.htm
